EventNumber,TriggerBits,Timestamp
117363,1000111,1989-09-29 15:21:39
117364,1000111,1989-09-29 15:21:39
117365,1000111,1989-09-29 15:21:39
117366,11101000,1989-09-29 15:21:40
117367,11101000,1989-09-29 15:21:40
117368,1000111,1989-09-29 15:21:40
117369,1000111,1989-09-29 15:21:40
117370,11101000,1989-09-29 15:21:41
117371,11101000,1989-09-29 15:21:42
117372,1000111,1989-09-29 15:21:42
117373,11101000,1989-09-29 15:21:42
117374,11101000,1989-09-29 15:21:43
117375,11101000,1989-09-29 15:21:43
117376,11101000,1989-09-29 15:21:45
117377,11101000,1989-09-29 15:21:46
117378,1000111,1989-09-29 15:21:46
117379,1000111,1989-09-29 15:21:47
117380,1000111,1989-09-29 15:21:47
117381,11101000,1989-09-29 15:21:47
117382,1000111,1989-09-29 15:21:47
117383,11101000,1989-09-29 15:21:47
117384,11101000,1989-09-29 15:21:48
117385,11101000,1989-09-29 15:21:48
117386,1000111,1989-09-29 15:21:49
117387,11101000,1989-09-29 15:21:50
117388,11101000,1989-09-29 15:21:50
117389,11101000,1989-09-29 15:21:50
117390,1000111,1989-09-29 15:21:51
117391,1000111,1989-09-29 15:21:51
117392,11101000,1989-09-29 15:21:53
117393,1000111,1989-09-29 15:21:53
117394,1000111,1989-09-29 15:21:53
117395,11101000,1989-09-29 15:21:54
117396,1000111,1989-09-29 15:21:54
117397,11101000,1989-09-29 15:21:56
117398,11101000,1989-09-29 15:21:56
117399,1000111,1989-09-29 15:21:56
117400,1000111,1989-09-29 15:21:56
117401,11101000,1989-09-29 15:21:57
117402,1000111,1989-09-29 15:21:58
117403,11101000,1989-09-29 15:22:00
117404,1000111,1989-09-29 15:22:01
117405,1000111,1989-09-29 15:22:02
117406,1000111,1989-09-29 15:22:03
117407,11101000,1989-09-29 15:22:04
117408,1000111,1989-09-29 15:22:04
117409,11101000,1989-09-29 15:22:05
117410,11101000,1989-09-29 15:22:06
117411,11101000,1989-09-29 15:22:06
117412,1000111,1989-09-29 15:22:07
117413,1000111,1989-09-29 15:22:07
117414,11101000,1989-09-29 15:22:07
117415,11101000,1989-09-29 15:22:07
117416,1000111,1989-09-29 15:22:08
117417,1000111,1989-09-29 15:22:09
117418,11101000,1989-09-29 15:22:10
117419,1000111,1989-09-29 15:22:10
117420,1000111,1989-09-29 15:22:11
117421,1000111,1989-09-29 15:22:11
117422,1000111,1989-09-29 15:22:12
117423,1000111,1989-09-29 15:22:12
117424,11101000,1989-09-29 15:22:12
117425,11101000,1989-09-29 15:22:14
117426,11101000,1989-09-29 15:22:14
117427,1000111,1989-09-29 15:22:15
117428,11101000,1989-09-29 15:22:15
117429,1000111,1989-09-29 15:22:15
117430,1000111,1989-09-29 15:22:15
117431,11101000,1989-09-29 15:22:15
117432,1000111,1989-09-29 15:22:15
117433,11101000,1989-09-29 15:22:16
117434,11101000,1989-09-29 15:22:17
117435,11101000,1989-09-29 15:22:17
117436,1000111,1989-09-29 15:22:18
117437,1000111,1989-09-29 15:22:18
117438,1000111,1989-09-29 15:22:19
117439,1000111,1989-09-29 15:22:19
117440,11101000,1989-09-29 15:22:20
117441,11101000,1989-09-29 15:22:22
117442,11101000,1989-09-29 15:22:22
117443,1000111,1989-09-29 15:22:22
117444,11101000,1989-09-29 15:22:23
117445,1000111,1989-09-29 15:22:24
117446,1000111,1989-09-29 15:22:25
117447,1000111,1989-09-29 15:22:25
117448,1000111,1989-09-29 15:22:25
117449,1000111,1989-09-29 15:22:27
117450,1000111,1989-09-29 15:22:28
117451,11101000,1989-09-29 15:22:28
117452,11101000,1989-09-29 15:22:28
117453,11101000,1989-09-29 15:22:29
117454,1000111,1989-09-29 15:22:29
117455,11101000,1989-09-29 15:22:30
117456,1000111,1989-09-29 15:22:31
117457,11101000,1989-09-29 15:22:31
117458,11101000,1989-09-29 15:22:31
117459,1000111,1989-09-29 15:22:33
117460,1000111,1989-09-29 15:22:34
117461,1000111,1989-09-29 15:22:34
117462,11101000,1989-09-29 15:22:34
117463,1000111,1989-09-29 15:22:35
117464,1000111,1989-09-29 15:22:36
117465,1000111,1989-09-29 15:22:37
117466,1000111,1989-09-29 15:22:38
117467,11101000,1989-09-29 15:22:39
117468,1000111,1989-09-29 15:22:39
117469,1000111,1989-09-29 15:22:40
117470,1000111,1989-09-29 15:22:40
117471,1000111,1989-09-29 15:22:41
117472,1000111,1989-09-29 15:22:41
117473,1000111,1989-09-29 15:22:41
117474,1000111,1989-09-29 15:22:41
117475,1000111,1989-09-29 15:22:42
117476,1000111,1989-09-29 15:22:48
117477,1000111,1989-09-29 15:22:49
117478,1000111,1989-09-29 15:22:50
117479,1000111,1989-09-29 15:22:50
117480,11101000,1989-09-29 15:22:53
117481,1000111,1989-09-29 15:22:54
117482,11101000,1989-09-29 15:22:54
117483,1000111,1989-09-29 15:22:55
117484,11101000,1989-09-29 15:22:55
117485,1000111,1989-09-29 15:22:55
117486,11101000,1989-09-29 15:22:56
117487,11101000,1989-09-29 15:22:56
117488,1000111,1989-09-29 15:22:57
117489,11101000,1989-09-29 15:23:01
117490,1000111,1989-09-29 15:23:01
117491,11101000,1989-09-29 15:23:01
117492,1000111,1989-09-29 15:23:02
117493,1000111,1989-09-29 15:23:03
117494,1000111,1989-09-29 15:23:03
117495,1000111,1989-09-29 15:23:04
117496,11101000,1989-09-29 15:23:04
117497,11101000,1989-09-29 15:23:05
117498,1000111,1989-09-29 15:23:05
117499,1000111,1989-09-29 15:23:05
117500,1000111,1989-09-29 15:23:06
117501,11101000,1989-09-29 15:23:07
117502,1000111,1989-09-29 15:23:07
117503,11101000,1989-09-29 15:23:07
117504,1000111,1989-09-29 15:23:07
117505,1000111,1989-09-29 15:23:07
117506,11101000,1989-09-29 15:23:09
117507,1000111,1989-09-29 15:23:09
117508,1000111,1989-09-29 15:23:10
117509,1000111,1989-09-29 15:23:10
117510,1000111,1989-09-29 15:23:13
117511,1000111,1989-09-29 15:23:14
117512,1000111,1989-09-29 15:23:15
117513,1000111,1989-09-29 15:23:15
117514,11101000,1989-09-29 15:23:17
117515,1000111,1989-09-29 15:23:17
117516,1000111,1989-09-29 15:23:18
117517,11101000,1989-09-29 15:23:19
117518,1000111,1989-09-29 15:23:19
117519,1000111,1989-09-29 15:23:21
117520,1000111,1989-09-29 15:23:21
117521,11101000,1989-09-29 15:23:21
117522,1000111,1989-09-29 15:23:22
117523,11101000,1989-09-29 15:23:23
117524,11101000,1989-09-29 15:23:24
117525,11101000,1989-09-29 15:23:27
117526,11101000,1989-09-29 15:23:28
117527,11101000,1989-09-29 15:23:29
117528,1000111,1989-09-29 15:23:29
117529,11101000,1989-09-29 15:23:31
117530,11101000,1989-09-29 15:23:32
117531,11101000,1989-09-29 15:23:32
117532,1000111,1989-09-29 15:23:32
117533,1000111,1989-09-29 15:23:33
117534,11101000,1989-09-29 15:23:33
117535,11101000,1989-09-29 15:23:33
117536,11101000,1989-09-29 15:23:33
117537,11101000,1989-09-29 15:23:34
117538,11101000,1989-09-29 15:23:34
117539,11101000,1989-09-29 15:23:34
117540,1000111,1989-09-29 15:23:34
117541,1000111,1989-09-29 15:23:35
117542,1000111,1989-09-29 15:23:35
117543,1000111,1989-09-29 15:23:37
117544,1000111,1989-09-29 15:23:37
117545,1000111,1989-09-29 15:23:37
117546,1000111,1989-09-29 15:23:38
117547,1000111,1989-09-29 15:23:38
117548,1000111,1989-09-29 15:23:38
117549,11101000,1989-09-29 15:23:40
117550,1000111,1989-09-29 15:23:41
117551,11101000,1989-09-29 15:23:41
117552,1000111,1989-09-29 15:23:42
117553,11101000,1989-09-29 15:23:42
117554,11101000,1989-09-29 15:23:42
117555,11101000,1989-09-29 15:23:42
117556,1000111,1989-09-29 15:23:42
117557,11101000,1989-09-29 15:23:43
117558,1000111,1989-09-29 15:23:44
117559,1000111,1989-09-29 15:23:44
117560,1000111,1989-09-29 15:23:44
117561,1000111,1989-09-29 15:23:44
117562,1000111,1989-09-29 15:23:44
117563,1000111,1989-09-29 15:23:47
117564,1000111,1989-09-29 15:23:47
117565,11101000,1989-09-29 15:23:47
117566,11101000,1989-09-29 15:23:47
117567,1000111,1989-09-29 15:23:48
117568,1000111,1989-09-29 15:23:49
117569,1000111,1989-09-29 15:23:50
117570,1000111,1989-09-29 15:23:51
117571,1000111,1989-09-29 15:23:51
117572,11101000,1989-09-29 15:23:51
117573,1000111,1989-09-29 15:23:51
117574,1000111,1989-09-29 15:23:51
117575,1000111,1989-09-29 15:23:52
117576,1000111,1989-09-29 15:23:52
117577,1000111,1989-09-29 15:23:52
117578,11101000,1989-09-29 15:23:53
117579,11101000,1989-09-29 15:23:53
117580,11101000,1989-09-29 15:23:53
117581,11101000,1989-09-29 15:23:54
117582,1000111,1989-09-29 15:23:55
117583,1000111,1989-09-29 15:23:55
117584,1000111,1989-09-29 15:23:55
117585,11101000,1989-09-29 15:23:59
117586,1000111,1989-09-29 15:23:59
117587,11101000,1989-09-29 15:24:01
117588,1000111,1989-09-29 15:24:02
117589,1000111,1989-09-29 15:24:03
117590,1000111,1989-09-29 15:24:03
117591,1000111,1989-09-29 15:24:03
117592,1000111,1989-09-29 15:24:03
117593,1000111,1989-09-29 15:24:05
117594,1000111,1989-09-29 15:24:05
117595,1000111,1989-09-29 15:24:05
117596,1000111,1989-09-29 15:24:06
117597,11101000,1989-09-29 15:24:06
117598,11101000,1989-09-29 15:24:08
117599,1000111,1989-09-29 15:24:08
117600,11101000,1989-09-29 15:24:09
117601,11101000,1989-09-29 15:24:11
117602,11101000,1989-09-29 15:24:13
117603,1000111,1989-09-29 15:24:13
117604,11101000,1989-09-29 15:24:13
117605,11101000,1989-09-29 15:24:15
117606,11101000,1989-09-29 15:24:16
117607,11101000,1989-09-29 15:24:16
117608,11101000,1989-09-29 15:24:17
117609,11101000,1989-09-29 15:24:17
117610,1000111,1989-09-29 15:24:18
117611,1000111,1989-09-29 15:24:19
117612,11101000,1989-09-29 15:24:19
117613,1000111,1989-09-29 15:24:19
117614,1000111,1989-09-29 15:24:21
117615,1000111,1989-09-29 15:24:21
117616,11101000,1989-09-29 15:24:21
117617,1000111,1989-09-29 15:24:22
117618,11101000,1989-09-29 15:24:22
117619,1000111,1989-09-29 15:24:22
117620,1000111,1989-09-29 15:24:23
117621,1000111,1989-09-29 15:24:24
117622,1000111,1989-09-29 15:24:25
117623,1000111,1989-09-29 15:24:26
117624,11101000,1989-09-29 15:24:27
117625,11101000,1989-09-29 15:24:27
117626,11101000,1989-09-29 15:24:29
117627,1000111,1989-09-29 15:24:29
117628,11101000,1989-09-29 15:24:29
117629,1000111,1989-09-29 15:24:30
117630,1000111,1989-09-29 15:24:30
117631,11101000,1989-09-29 15:24:30
117632,11101000,1989-09-29 15:24:31
117633,11101000,1989-09-29 15:24:31
117634,1000111,1989-09-29 15:24:32
117635,1000111,1989-09-29 15:24:33
117636,1000111,1989-09-29 15:24:33
117637,11101000,1989-09-29 15:24:33
117638,1000111,1989-09-29 15:24:34
117639,1000111,1989-09-29 15:24:34
117640,1000111,1989-09-29 15:24:34
117641,11101000,1989-09-29 15:24:34
117642,1000111,1989-09-29 15:24:35
117643,11101000,1989-09-29 15:24:35
117644,1000111,1989-09-29 15:24:35
117645,11101000,1989-09-29 15:24:36
117646,1000111,1989-09-29 15:24:36
117647,1000111,1989-09-29 15:24:36
117648,1000111,1989-09-29 15:24:37
117649,1000111,1989-09-29 15:24:37
117650,1000111,1989-09-29 15:24:38
117651,11101000,1989-09-29 15:24:39
117652,1000111,1989-09-29 15:24:42
117653,1000111,1989-09-29 15:24:42
117654,11101000,1989-09-29 15:24:42
117655,1000111,1989-09-29 15:24:43
117656,11101000,1989-09-29 15:24:43
117657,11101000,1989-09-29 15:24:45
117658,11101000,1989-09-29 15:24:45
117659,11101000,1989-09-29 15:24:46
117660,11101000,1989-09-29 15:24:46
117661,11101000,1989-09-29 15:24:47
117662,11101000,1989-09-29 15:24:47
117663,1000111,1989-09-29 15:24:47
117664,1000111,1989-09-29 15:24:48
117665,11101000,1989-09-29 15:24:48
117666,11101000,1989-09-29 15:24:48
117667,11101000,1989-09-29 15:24:48
117668,11101000,1989-09-29 15:24:49
117669,1000111,1989-09-29 15:24:50
117670,11101000,1989-09-29 15:24:50
117671,1000111,1989-09-29 15:24:51
117672,1000111,1989-09-29 15:24:51
117673,1000111,1989-09-29 15:24:51
117674,1000111,1989-09-29 15:24:52
117675,1000111,1989-09-29 15:24:52
117676,11101000,1989-09-29 15:24:52
117677,1000111,1989-09-29 15:24:52
117678,11101000,1989-09-29 15:24:53
117679,1000111,1989-09-29 15:24:53
117680,1000111,1989-09-29 15:24:54
117681,11101000,1989-09-29 15:24:54
117682,11101000,1989-09-29 15:24:55
117683,1000111,1989-09-29 15:24:55
117684,1000111,1989-09-29 15:24:55
117685,11101000,1989-09-29 15:24:57
117686,1000111,1989-09-29 15:24:57
117687,1000111,1989-09-29 15:24:59
117688,1000111,1989-09-29 15:24:59
117689,1000111,1989-09-29 15:25:00
117690,11101000,1989-09-29 15:25:01
117691,1000111,1989-09-29 15:25:01
117692,1000111,1989-09-29 15:25:01
117693,1000111,1989-09-29 15:25:01
117694,11101000,1989-09-29 15:25:02
117695,1000111,1989-09-29 15:25:02
117696,1000111,1989-09-29 15:25:05
117697,1000111,1989-09-29 15:25:08
117698,1000111,1989-09-29 15:25:09
117699,1000111,1989-09-29 15:25:09
117700,11101000,1989-09-29 15:25:09
117701,11101000,1989-09-29 15:25:10
117702,11101000,1989-09-29 15:25:11
117703,1000111,1989-09-29 15:25:11
117704,11101000,1989-09-29 15:25:11
117705,11101000,1989-09-29 15:25:11
117706,1000111,1989-09-29 15:25:12
117707,1000111,1989-09-29 15:25:13
117708,11101000,1989-09-29 15:25:13
117709,11101000,1989-09-29 15:25:13
117710,1000111,1989-09-29 15:25:14
117711,1000111,1989-09-29 15:25:15
117712,1000111,1989-09-29 15:25:15
117713,11101000,1989-09-29 15:25:16
117714,11101000,1989-09-29 15:25:16
117715,1000111,1989-09-29 15:25:17
117716,1000111,1989-09-29 15:25:17
117717,1000111,1989-09-29 15:25:17
117718,1000111,1989-09-29 15:25:18
117719,11101000,1989-09-29 15:25:18
117720,1000111,1989-09-29 15:25:19
117721,11101000,1989-09-29 15:25:19
117722,11101000,1989-09-29 15:25:19
117723,11101000,1989-09-29 15:25:20
117724,11101000,1989-09-29 15:25:20
117725,11101000,1989-09-29 15:25:20
117726,11101000,1989-09-29 15:25:21
117727,1000111,1989-09-29 15:25:22
117728,11101000,1989-09-29 15:25:22
117729,11101000,1989-09-29 15:25:22
117730,11101000,1989-09-29 15:25:23
117731,1000111,1989-09-29 15:25:25
117732,1000111,1989-09-29 15:25:26
117733,11101000,1989-09-29 15:25:27
117734,11101000,1989-09-29 15:25:28
117735,1000111,1989-09-29 15:25:29
117736,11101000,1989-09-29 15:25:29
117737,1000111,1989-09-29 15:25:29
117738,11101000,1989-09-29 15:25:30
117739,11101000,1989-09-29 15:25:30
117740,11101000,1989-09-29 15:25:30
117741,1000111,1989-09-29 15:25:30
117742,11101000,1989-09-29 15:25:31
117743,1000111,1989-09-29 15:25:32
117744,1000111,1989-09-29 15:25:33
117745,11101000,1989-09-29 15:25:33
117746,11101000,1989-09-29 15:25:34
117747,11101000,1989-09-29 15:25:34
117748,11101000,1989-09-29 15:25:35
117749,1000111,1989-09-29 15:25:35
117750,1000111,1989-09-29 15:25:36
117751,11101000,1989-09-29 15:25:36
117752,11101000,1989-09-29 15:25:39
117753,11101000,1989-09-29 15:25:39
117754,11101000,1989-09-29 15:25:40
117755,1000111,1989-09-29 15:25:42
117756,1000111,1989-09-29 15:25:42
117757,1000111,1989-09-29 15:25:43
117758,1000111,1989-09-29 15:25:43
117759,11101000,1989-09-29 15:25:43
117760,11101000,1989-09-29 15:25:44
117761,1000111,1989-09-29 15:25:45
117762,11101000,1989-09-29 15:25:46
117763,11101000,1989-09-29 15:25:46
117764,1000111,1989-09-29 15:25:46
117765,1000111,1989-09-29 15:25:47
117766,11101000,1989-09-29 15:25:48
117767,11101000,1989-09-29 15:25:48
117768,1000111,1989-09-29 15:25:49
117769,1000111,1989-09-29 15:25:50
117770,1000111,1989-09-29 15:25:50
117771,11101000,1989-09-29 15:25:50
117772,1000111,1989-09-29 15:25:50
117773,11101000,1989-09-29 15:25:51
117774,1000111,1989-09-29 15:25:52
117775,11101000,1989-09-29 15:25:52
117776,1000111,1989-09-29 15:25:53
117777,1000111,1989-09-29 15:25:53
117778,1000111,1989-09-29 15:25:54
117779,1000111,1989-09-29 15:25:54
117780,1000111,1989-09-29 15:25:55
117781,11101000,1989-09-29 15:25:56
117782,11101000,1989-09-29 15:25:56
117783,1000111,1989-09-29 15:25:57
117784,1000111,1989-09-29 15:25:57
117785,1000111,1989-09-29 15:25:58
117786,11101000,1989-09-29 15:25:58
117787,1000111,1989-09-29 15:25:59
117788,1000111,1989-09-29 15:26:01
117789,1000111,1989-09-29 15:26:01
117790,11101000,1989-09-29 15:26:03
117791,1000111,1989-09-29 15:26:04
117792,1000111,1989-09-29 15:26:04
117793,11101000,1989-09-29 15:26:06
117794,1000111,1989-09-29 15:26:06
117795,11101000,1989-09-29 15:26:09
117796,1000111,1989-09-29 15:26:09
117797,1000111,1989-09-29 15:26:09
117798,11101000,1989-09-29 15:26:09
117799,11101000,1989-09-29 15:26:09
117800,1000111,1989-09-29 15:26:10
117801,11101000,1989-09-29 15:26:11
117802,11101000,1989-09-29 15:26:12
117803,1000111,1989-09-29 15:26:13
117804,11101000,1989-09-29 15:26:13
117805,1000111,1989-09-29 15:26:14
117806,1000111,1989-09-29 15:26:15
117807,11101000,1989-09-29 15:26:17
117808,1000111,1989-09-29 15:26:19
117809,1000111,1989-09-29 15:26:20
117810,11101000,1989-09-29 15:26:20
117811,11101000,1989-09-29 15:26:21
117812,1000111,1989-09-29 15:26:22
117813,11101000,1989-09-29 15:26:23
117814,11101000,1989-09-29 15:26:23
117815,11101000,1989-09-29 15:26:25
117816,1000111,1989-09-29 15:26:25
117817,1000111,1989-09-29 15:26:27
117818,11101000,1989-09-29 15:26:27
117819,1000111,1989-09-29 15:26:27
117820,1000111,1989-09-29 15:26:31
117821,11101000,1989-09-29 15:26:32
117822,1000111,1989-09-29 15:26:32
117823,11101000,1989-09-29 15:26:33
117824,1000111,1989-09-29 15:26:33
117825,1000111,1989-09-29 15:26:34
117826,1000111,1989-09-29 15:26:34
117827,1000111,1989-09-29 15:26:34
117828,11101000,1989-09-29 15:26:35
117829,11101000,1989-09-29 15:26:35
117830,1000111,1989-09-29 15:26:36
117831,1000111,1989-09-29 15:26:36
117832,11101000,1989-09-29 15:26:36
117833,1000111,1989-09-29 15:26:37
117834,1000111,1989-09-29 15:26:38
117835,11101000,1989-09-29 15:26:38
117836,11101000,1989-09-29 15:26:39
117837,1000111,1989-09-29 15:26:39
117838,1000111,1989-09-29 15:26:41
117839,1000111,1989-09-29 15:26:41
117840,11101000,1989-09-29 15:26:42
117841,11101000,1989-09-29 15:26:42
117842,11101000,1989-09-29 15:26:43
117843,1000111,1989-09-29 15:26:44
117844,1000111,1989-09-29 15:26:45
117845,1000111,1989-09-29 15:26:46
117846,1000111,1989-09-29 15:26:46
117847,1000111,1989-09-29 15:26:48
117848,11101000,1989-09-29 15:26:48
117849,1000111,1989-09-29 15:26:48
117850,1000111,1989-09-29 15:26:49
117851,11101000,1989-09-29 15:26:50
117852,1000111,1989-09-29 15:26:50
117853,11101000,1989-09-29 15:26:50
117854,1000111,1989-09-29 15:26:50
117855,11101000,1989-09-29 15:26:50
117856,11101000,1989-09-29 15:26:50
117857,1000111,1989-09-29 15:26:51
117858,11101000,1989-09-29 15:26:51
117859,1000111,1989-09-29 15:26:52
117860,1000111,1989-09-29 15:26:52
117861,11101000,1989-09-29 15:26:53
117862,1000111,1989-09-29 15:26:54
117863,1000111,1989-09-29 15:26:54
117864,11101000,1989-09-29 15:26:55
117865,1000111,1989-09-29 15:26:55
117866,11101000,1989-09-29 15:26:56
117867,1000111,1989-09-29 15:26:57
117868,11101000,1989-09-29 15:26:57
117869,11101000,1989-09-29 15:26:57
117870,11101000,1989-09-29 15:26:57
117871,1000111,1989-09-29 15:26:57
117872,1000111,1989-09-29 15:26:59
117873,1000111,1989-09-29 15:27:01
117874,1000111,1989-09-29 15:27:01
117875,1000111,1989-09-29 15:27:02
117876,11101000,1989-09-29 15:27:02
117877,11101000,1989-09-29 15:27:04
117878,11101000,1989-09-29 15:27:07
117879,11101000,1989-09-29 15:27:07
117880,11101000,1989-09-29 15:27:07
117881,1000111,1989-09-29 15:27:08
117882,1000111,1989-09-29 15:27:09
117883,11101000,1989-09-29 15:27:09
117884,11101000,1989-09-29 15:27:10
117885,1000111,1989-09-29 15:27:10
117886,1000111,1989-09-29 15:27:10
117887,11101000,1989-09-29 15:27:14
117888,1000111,1989-09-29 15:27:16
117889,11101000,1989-09-29 15:27:17
117890,1000111,1989-09-29 15:27:18
117891,11101000,1989-09-29 15:27:19
117892,11101000,1989-09-29 15:27:21
117893,1000111,1989-09-29 15:27:22
117894,1000111,1989-09-29 15:27:22
117895,11101000,1989-09-29 15:27:23
117896,1000111,1989-09-29 15:27:24
117897,1000111,1989-09-29 15:27:25
117898,11101000,1989-09-29 15:27:26
117899,11101000,1989-09-29 15:27:26
117900,1000111,1989-09-29 15:27:27
117901,11101000,1989-09-29 15:27:27
117902,11101000,1989-09-29 15:27:28
117903,11101000,1989-09-29 15:27:28
117904,11101000,1989-09-29 15:27:29
117905,1000111,1989-09-29 15:27:29
117906,11101000,1989-09-29 15:27:30
117907,11101000,1989-09-29 15:27:30
117908,1000111,1989-09-29 15:27:30
117909,1000111,1989-09-29 15:27:31
117910,11101000,1989-09-29 15:27:31
117911,11101000,1989-09-29 15:27:31
117912,11101000,1989-09-29 15:27:31
117913,11101000,1989-09-29 15:27:31
117914,1000111,1989-09-29 15:27:32
117915,1000111,1989-09-29 15:27:33
117916,11101000,1989-09-29 15:27:33
117917,1000111,1989-09-29 15:27:35
117918,11101000,1989-09-29 15:27:39
117919,11101000,1989-09-29 15:27:41
117920,1000111,1989-09-29 15:27:41
117921,11101000,1989-09-29 15:27:43
117922,11101000,1989-09-29 15:27:44
117923,1000111,1989-09-29 15:27:45
117924,1000111,1989-09-29 15:27:45
117925,11101000,1989-09-29 15:27:46
117926,1000111,1989-09-29 15:27:47
117927,1000111,1989-09-29 15:27:48
117928,11101000,1989-09-29 15:27:48
117929,1000111,1989-09-29 15:27:48
117930,1000111,1989-09-29 15:27:49
117931,1000111,1989-09-29 15:27:49
117932,1000111,1989-09-29 15:27:50
117933,11101000,1989-09-29 15:27:51
117934,1000111,1989-09-29 15:27:51
117935,1000111,1989-09-29 15:27:52
117936,1000111,1989-09-29 15:27:53
117937,11101000,1989-09-29 15:27:53
117938,11101000,1989-09-29 15:27:53
117939,1000111,1989-09-29 15:27:53
117940,11101000,1989-09-29 15:27:55
117941,11101000,1989-09-29 15:27:56
117942,11101000,1989-09-29 15:27:56
117943,1000111,1989-09-29 15:27:58
117944,11101000,1989-09-29 15:27:58
117945,11101000,1989-09-29 15:27:58
117946,11101000,1989-09-29 15:28:02
117947,1000111,1989-09-29 15:28:02
117948,1000111,1989-09-29 15:28:03
117949,1000111,1989-09-29 15:28:04
117950,11101000,1989-09-29 15:28:05
117951,11101000,1989-09-29 15:28:06
117952,1000111,1989-09-29 15:28:07
117953,1000111,1989-09-29 15:28:09
117954,11101000,1989-09-29 15:28:10
117955,1000111,1989-09-29 15:28:10
117956,1000111,1989-09-29 15:28:11
117957,1000111,1989-09-29 15:28:11
117958,1000111,1989-09-29 15:28:11
117959,1000111,1989-09-29 15:28:12
117960,11101000,1989-09-29 15:28:12
117961,11101000,1989-09-29 15:28:13
117962,1000111,1989-09-29 15:28:13
117963,11101000,1989-09-29 15:28:14
117964,11101000,1989-09-29 15:28:14
117965,1000111,1989-09-29 15:28:14
117966,1000111,1989-09-29 15:28:15
117967,1000111,1989-09-29 15:28:15
117968,1000111,1989-09-29 15:28:16
117969,11101000,1989-09-29 15:28:16
117970,1000111,1989-09-29 15:28:16
117971,11101000,1989-09-29 15:28:18
117972,11101000,1989-09-29 15:28:18
117973,11101000,1989-09-29 15:28:21
117974,11101000,1989-09-29 15:28:21
117975,1000111,1989-09-29 15:28:21
117976,11101000,1989-09-29 15:28:22
117977,11101000,1989-09-29 15:28:24
117978,1000111,1989-09-29 15:28:25
117979,11101000,1989-09-29 15:28:25
117980,1000111,1989-09-29 15:28:25
117981,11101000,1989-09-29 15:28:26
117982,1000111,1989-09-29 15:28:26
117983,1000111,1989-09-29 15:28:26
117984,11101000,1989-09-29 15:28:26
117985,1000111,1989-09-29 15:28:27
117986,11101000,1989-09-29 15:28:27
117987,11101000,1989-09-29 15:28:28
117988,1000111,1989-09-29 15:28:30
117989,1000111,1989-09-29 15:28:31
117990,11101000,1989-09-29 15:28:31
117991,11101000,1989-09-29 15:28:32
117992,11101000,1989-09-29 15:28:33
117993,11101000,1989-09-29 15:28:34
117994,1000111,1989-09-29 15:28:35
117995,1000111,1989-09-29 15:28:36
117996,1000111,1989-09-29 15:28:37
117997,1000111,1989-09-29 15:28:37
117998,11101000,1989-09-29 15:28:37
117999,11101000,1989-09-29 15:28:37
118000,1000111,1989-09-29 15:28:38
118001,1000111,1989-09-29 15:28:38
118002,1000111,1989-09-29 15:28:39
118003,1000111,1989-09-29 15:28:39
118004,1000111,1989-09-29 15:28:41
118005,1000111,1989-09-29 15:28:41
118006,1000111,1989-09-29 15:28:42
118007,1000111,1989-09-29 15:28:45
118008,1000111,1989-09-29 15:28:45
118009,11101000,1989-09-29 15:28:46
118010,11101000,1989-09-29 15:28:46
118011,11101000,1989-09-29 15:28:47
118012,11101000,1989-09-29 15:28:47
118013,1000111,1989-09-29 15:28:47
118014,1000111,1989-09-29 15:28:48
118015,11101000,1989-09-29 15:28:48
118016,11101000,1989-09-29 15:28:49
118017,11101000,1989-09-29 15:28:50
118018,11101000,1989-09-29 15:28:50
118019,1000111,1989-09-29 15:28:51
118020,11101000,1989-09-29 15:28:51
118021,1000111,1989-09-29 15:28:51
118022,1000111,1989-09-29 15:28:52
118023,1000111,1989-09-29 15:28:53
118024,11101000,1989-09-29 15:28:53
118025,1000111,1989-09-29 15:28:54
118026,1000111,1989-09-29 15:28:54
118027,1000111,1989-09-29 15:28:54
118028,11101000,1989-09-29 15:28:54
118029,1000111,1989-09-29 15:28:55
118030,11101000,1989-09-29 15:28:57
118031,1000111,1989-09-29 15:28:57
118032,11101000,1989-09-29 15:28:58
118033,11101000,1989-09-29 15:28:58
118034,11101000,1989-09-29 15:29:00
118035,11101000,1989-09-29 15:29:01
118036,11101000,1989-09-29 15:29:02
118037,11101000,1989-09-29 15:29:03
118038,11101000,1989-09-29 15:29:03
118039,1000111,1989-09-29 15:29:03
118040,11101000,1989-09-29 15:29:05
118041,1000111,1989-09-29 15:29:05
118042,1000111,1989-09-29 15:29:05
118043,1000111,1989-09-29 15:29:06
118044,11101000,1989-09-29 15:29:07
118045,11101000,1989-09-29 15:29:08
118046,1000111,1989-09-29 15:29:08
118047,11101000,1989-09-29 15:29:09
118048,1000111,1989-09-29 15:29:10
118049,11101000,1989-09-29 15:29:10
118050,1000111,1989-09-29 15:29:12
118051,1000111,1989-09-29 15:29:13
118052,1000111,1989-09-29 15:29:13
118053,1000111,1989-09-29 15:29:14
118054,11101000,1989-09-29 15:29:15
118055,1000111,1989-09-29 15:29:16
118056,1000111,1989-09-29 15:29:17
118057,11101000,1989-09-29 15:29:18
118058,11101000,1989-09-29 15:29:20
118059,11101000,1989-09-29 15:29:20
118060,11101000,1989-09-29 15:29:21
118061,11101000,1989-09-29 15:29:22
