EventNumber,TriggerBits,Timestamp
157272,11101000,1989-09-29 22:43:35
157273,11101000,1989-09-29 22:43:35
157274,1000111,1989-09-29 22:43:35
157275,1000111,1989-09-29 22:43:36
157276,11101000,1989-09-29 22:43:37
157277,11101000,1989-09-29 22:43:37
157278,11101000,1989-09-29 22:43:37
157279,1000111,1989-09-29 22:43:38
157280,1000111,1989-09-29 22:43:39
157281,1000111,1989-09-29 22:43:40
157282,1000111,1989-09-29 22:43:41
157283,1000111,1989-09-29 22:43:41
157284,11101000,1989-09-29 22:43:41
157285,1000111,1989-09-29 22:43:44
157286,1000111,1989-09-29 22:43:44
157287,1000111,1989-09-29 22:43:44
157288,11101000,1989-09-29 22:43:44
157289,1000111,1989-09-29 22:43:44
157290,1000111,1989-09-29 22:43:44
157291,11101000,1989-09-29 22:43:45
157292,1000111,1989-09-29 22:43:46
157293,11101000,1989-09-29 22:43:47
157294,11101000,1989-09-29 22:43:50
157295,1000111,1989-09-29 22:43:50
157296,11101000,1989-09-29 22:43:51
157297,11101000,1989-09-29 22:43:51
157298,1000111,1989-09-29 22:43:51
157299,1000111,1989-09-29 22:43:52
157300,11101000,1989-09-29 22:43:53
157301,1000111,1989-09-29 22:43:53
157302,1000111,1989-09-29 22:43:53
157303,1000111,1989-09-29 22:43:53
157304,1000111,1989-09-29 22:43:54
157305,1000111,1989-09-29 22:43:55
157306,1000111,1989-09-29 22:43:55
157307,11101000,1989-09-29 22:43:56
157308,11101000,1989-09-29 22:43:57
157309,11101000,1989-09-29 22:43:57
157310,1000111,1989-09-29 22:43:58
157311,11101000,1989-09-29 22:43:58
157312,11101000,1989-09-29 22:43:59
157313,1000111,1989-09-29 22:43:59
157314,11101000,1989-09-29 22:43:59
157315,11101000,1989-09-29 22:44:00
157316,11101000,1989-09-29 22:44:02
157317,1000111,1989-09-29 22:44:02
157318,11101000,1989-09-29 22:44:04
157319,1000111,1989-09-29 22:44:04
157320,11101000,1989-09-29 22:44:04
157321,11101000,1989-09-29 22:44:05
157322,11101000,1989-09-29 22:44:05
157323,11101000,1989-09-29 22:44:06
157324,1000111,1989-09-29 22:44:06
157325,1000111,1989-09-29 22:44:06
157326,1000111,1989-09-29 22:44:07
157327,1000111,1989-09-29 22:44:07
157328,11101000,1989-09-29 22:44:11
157329,11101000,1989-09-29 22:44:13
157330,1000111,1989-09-29 22:44:14
157331,11101000,1989-09-29 22:44:15
157332,1000111,1989-09-29 22:44:16
157333,11101000,1989-09-29 22:44:16
157334,1000111,1989-09-29 22:44:17
157335,1000111,1989-09-29 22:44:19
157336,1000111,1989-09-29 22:44:20
157337,11101000,1989-09-29 22:44:20
157338,11101000,1989-09-29 22:44:21
157339,11101000,1989-09-29 22:44:21
157340,11101000,1989-09-29 22:44:21
157341,1000111,1989-09-29 22:44:21
157342,11101000,1989-09-29 22:44:22
157343,1000111,1989-09-29 22:44:23
157344,1000111,1989-09-29 22:44:24
157345,1000111,1989-09-29 22:44:24
157346,1000111,1989-09-29 22:44:24
157347,11101000,1989-09-29 22:44:24
157348,11101000,1989-09-29 22:44:25
157349,1000111,1989-09-29 22:44:25
157350,1000111,1989-09-29 22:44:25
157351,1000111,1989-09-29 22:44:27
157352,1000111,1989-09-29 22:44:27
157353,11101000,1989-09-29 22:44:28
157354,1000111,1989-09-29 22:44:28
157355,1000111,1989-09-29 22:44:28
157356,1000111,1989-09-29 22:44:28
157357,11101000,1989-09-29 22:44:28
157358,11101000,1989-09-29 22:44:29
157359,1000111,1989-09-29 22:44:29
157360,11101000,1989-09-29 22:44:30
157361,1000111,1989-09-29 22:44:30
157362,11101000,1989-09-29 22:44:31
157363,1000111,1989-09-29 22:44:31
157364,1000111,1989-09-29 22:44:32
157365,1000111,1989-09-29 22:44:33
157366,1000111,1989-09-29 22:44:33
157367,1000111,1989-09-29 22:44:34
157368,1000111,1989-09-29 22:44:35
157369,1001001,1989-09-29 22:44:36
157370,1000111,1989-09-29 22:44:36
157371,11101000,1989-09-29 22:44:37
157372,1000111,1989-09-29 22:44:39
157373,11101000,1989-09-29 22:44:39
157374,1000111,1989-09-29 22:44:40
157375,11101000,1989-09-29 22:44:41
157376,1000111,1989-09-29 22:44:41
157377,1000111,1989-09-29 22:44:41
157378,1000111,1989-09-29 22:44:41
157379,1000111,1989-09-29 22:44:41
157380,1000111,1989-09-29 22:44:42
157381,1000111,1989-09-29 22:44:42
157382,11101000,1989-09-29 22:44:43
157383,1000111,1989-09-29 22:44:44
157384,11101000,1989-09-29 22:44:44
157385,1000111,1989-09-29 22:44:44
157386,11101000,1989-09-29 22:44:45
157387,1000111,1989-09-29 22:44:45
157388,1000111,1989-09-29 22:44:45
157389,11101000,1989-09-29 22:44:45
157390,11101000,1989-09-29 22:44:46
157391,1000111,1989-09-29 22:44:46
157392,1000111,1989-09-29 22:44:47
157393,11101000,1989-09-29 22:44:47
157394,1000111,1989-09-29 22:44:48
157395,11101000,1989-09-29 22:44:49
157396,1000111,1989-09-29 22:44:50
157397,11101000,1989-09-29 22:44:50
157398,11101000,1989-09-29 22:44:51
157399,11101000,1989-09-29 22:44:51
157400,11101000,1989-09-29 22:44:52
157401,11101000,1989-09-29 22:44:53
157402,11101000,1989-09-29 22:44:53
157403,1000111,1989-09-29 22:44:53
157404,1000111,1989-09-29 22:44:53
157405,11101000,1989-09-29 22:44:54
157406,1000111,1989-09-29 22:44:55
157407,1000111,1989-09-29 22:44:55
157408,11101000,1989-09-29 22:44:56
157409,11101000,1989-09-29 22:44:56
157410,1000111,1989-09-29 22:44:57
157411,11101000,1989-09-29 22:44:57
157412,11101000,1989-09-29 22:44:58
157413,11101000,1989-09-29 22:44:58
157414,1000111,1989-09-29 22:44:59
157415,11101000,1989-09-29 22:44:59
157416,1000111,1989-09-29 22:45:00
157417,1000111,1989-09-29 22:45:02
157418,1000111,1989-09-29 22:45:04
157419,1000111,1989-09-29 22:45:04
157420,1000111,1989-09-29 22:45:04
157421,11101000,1989-09-29 22:45:06
157422,1000111,1989-09-29 22:45:06
157423,1000111,1989-09-29 22:45:08
157424,11101000,1989-09-29 22:45:08
157425,1000111,1989-09-29 22:45:08
157426,1000111,1989-09-29 22:45:08
157427,1000111,1989-09-29 22:45:09
157428,1000111,1989-09-29 22:45:10
157429,11101000,1989-09-29 22:45:11
157430,11101000,1989-09-29 22:45:11
157431,1000111,1989-09-29 22:45:14
157432,11101000,1989-09-29 22:45:14
157433,11101000,1989-09-29 22:45:15
157434,1000111,1989-09-29 22:45:16
157435,1000111,1989-09-29 22:45:16
157436,1000111,1989-09-29 22:45:16
157437,11101000,1989-09-29 22:45:17
157438,1000111,1989-09-29 22:45:17
157439,11101000,1989-09-29 22:45:18
157440,11101000,1989-09-29 22:45:20
157441,11101000,1989-09-29 22:45:20
157442,1000111,1989-09-29 22:45:21
157443,11101000,1989-09-29 22:45:24
157444,1000111,1989-09-29 22:45:25
157445,1000111,1989-09-29 22:45:25
157446,11101000,1989-09-29 22:45:26
157447,11101000,1989-09-29 22:45:29
157448,1000111,1989-09-29 22:45:30
157449,1000111,1989-09-29 22:45:30
157450,11101000,1989-09-29 22:45:30
157451,1000111,1989-09-29 22:45:31
157452,1000111,1989-09-29 22:45:32
157453,1000111,1989-09-29 22:45:33
157454,11101000,1989-09-29 22:45:34
157455,1000111,1989-09-29 22:45:36
157456,11101000,1989-09-29 22:45:37
157457,11101000,1989-09-29 22:45:38
157458,1000111,1989-09-29 22:45:38
157459,1000111,1989-09-29 22:45:38
157460,11101000,1989-09-29 22:45:39
157461,11101000,1989-09-29 22:45:39
157462,11101000,1989-09-29 22:45:39
157463,1000111,1989-09-29 22:45:41
157464,11101000,1989-09-29 22:45:41
157465,1000111,1989-09-29 22:45:41
157466,1000111,1989-09-29 22:45:42
157467,11101000,1989-09-29 22:45:44
157468,11101000,1989-09-29 22:45:44
157469,1000111,1989-09-29 22:45:45
157470,1000111,1989-09-29 22:45:45
157471,11101000,1989-09-29 22:45:45
157472,1000111,1989-09-29 22:45:47
157473,11101000,1989-09-29 22:45:47
157474,11101000,1989-09-29 22:45:48
157475,1000111,1989-09-29 22:45:48
157476,1000111,1989-09-29 22:45:49
157477,1000111,1989-09-29 22:45:49
157478,11101000,1989-09-29 22:45:50
157479,1000111,1989-09-29 22:45:50
157480,11101000,1989-09-29 22:45:52
157481,1000111,1989-09-29 22:45:53
157482,11101000,1989-09-29 22:45:53
157483,11101000,1989-09-29 22:45:54
157484,11101000,1989-09-29 22:45:54
157485,11101000,1989-09-29 22:45:54
157486,11101000,1989-09-29 22:45:54
157487,11101000,1989-09-29 22:45:57
157488,1000111,1989-09-29 22:45:57
157489,1000111,1989-09-29 22:45:57
157490,11101000,1989-09-29 22:45:57
157491,11101000,1989-09-29 22:45:57
157492,1000111,1989-09-29 22:45:58
157493,11101000,1989-09-29 22:46:00
157494,11101000,1989-09-29 22:46:00
157495,1000111,1989-09-29 22:46:00
157496,1000111,1989-09-29 22:46:02
157497,11101000,1989-09-29 22:46:03
157498,11101111,1989-09-29 22:46:04
157499,1000111,1989-09-29 22:46:04
157500,11101000,1989-09-29 22:46:05
157501,11101000,1989-09-29 22:46:05
157502,11101000,1989-09-29 22:46:06
157503,11101000,1989-09-29 22:46:07
157504,1000111,1989-09-29 22:46:08
157505,1000111,1989-09-29 22:46:09
157506,11101000,1989-09-29 22:46:10
157507,11101000,1989-09-29 22:46:10
157508,1000111,1989-09-29 22:46:10
157509,1000111,1989-09-29 22:46:11
157510,11101000,1989-09-29 22:46:12
157511,1000111,1989-09-29 22:46:14
157512,1000111,1989-09-29 22:46:14
157513,1000111,1989-09-29 22:46:14
157514,1000111,1989-09-29 22:46:17
157515,1000111,1989-09-29 22:46:17
157516,11101000,1989-09-29 22:46:17
157517,1000111,1989-09-29 22:46:17
157518,11101000,1989-09-29 22:46:17
157519,1000111,1989-09-29 22:46:18
157520,1000111,1989-09-29 22:46:18
157521,11101000,1989-09-29 22:46:18
157522,1000111,1989-09-29 22:46:18
157523,11101000,1989-09-29 22:46:19
157524,1000111,1989-09-29 22:46:20
157525,11101000,1989-09-29 22:46:21
157526,1000111,1989-09-29 22:46:22
157527,1000111,1989-09-29 22:46:22
157528,11101000,1989-09-29 22:46:22
157529,1000111,1989-09-29 22:46:25
157530,1000111,1989-09-29 22:46:25
157531,1000111,1989-09-29 22:46:25
157532,11101000,1989-09-29 22:46:26
157533,1000111,1989-09-29 22:46:26
157534,11101000,1989-09-29 22:46:26
157535,1000111,1989-09-29 22:46:26
157536,1000111,1989-09-29 22:46:27
157537,11101000,1989-09-29 22:46:27
157538,1000111,1989-09-29 22:46:28
157539,1000111,1989-09-29 22:46:28
157540,1000111,1989-09-29 22:46:29
157541,11101000,1989-09-29 22:46:32
157542,11101000,1989-09-29 22:46:33
157543,1000111,1989-09-29 22:46:33
157544,11101000,1989-09-29 22:46:33
157545,1000111,1989-09-29 22:46:34
157546,1000111,1989-09-29 22:46:34
157547,1000111,1989-09-29 22:46:34
157548,11101000,1989-09-29 22:46:34
157549,1000111,1989-09-29 22:46:35
157550,11101000,1989-09-29 22:46:36
157551,1000111,1989-09-29 22:46:36
157552,1000111,1989-09-29 22:46:38
157553,11101000,1989-09-29 22:46:39
157554,1000111,1989-09-29 22:46:42
157555,1000111,1989-09-29 22:46:44
157556,1000111,1989-09-29 22:46:45
157557,11101000,1989-09-29 22:46:46
157558,1000111,1989-09-29 22:46:46
157559,1000111,1989-09-29 22:46:47
157560,11101000,1989-09-29 22:46:47
157561,11101000,1989-09-29 22:46:47
157562,11101000,1989-09-29 22:46:48
157563,1000111,1989-09-29 22:46:49
157564,1000111,1989-09-29 22:46:50
157565,1000111,1989-09-29 22:46:50
157566,11101000,1989-09-29 22:46:50
157567,11101000,1989-09-29 22:46:51
157568,1000111,1989-09-29 22:46:52
157569,1000111,1989-09-29 22:46:53
157570,1000111,1989-09-29 22:46:53
157571,1000111,1989-09-29 22:46:55
157572,11101000,1989-09-29 22:46:56
157573,11101000,1989-09-29 22:46:56
157574,1000111,1989-09-29 22:46:56
157575,11101000,1989-09-29 22:46:57
157576,11101000,1989-09-29 22:46:58
157577,11101000,1989-09-29 22:46:58
157578,1000111,1989-09-29 22:46:59
157579,1000111,1989-09-29 22:46:59
157580,11101000,1989-09-29 22:46:59
157581,1000111,1989-09-29 22:47:00
157582,1000111,1989-09-29 22:47:01
157583,1000111,1989-09-29 22:47:01
157584,11101000,1989-09-29 22:47:01
157585,11101000,1989-09-29 22:47:02
157586,1000111,1989-09-29 22:47:02
157587,11101000,1989-09-29 22:47:03
157588,1000111,1989-09-29 22:47:03
157589,11101000,1989-09-29 22:47:03
157590,11101000,1989-09-29 22:47:04
157591,1000111,1989-09-29 22:47:05
157592,1000111,1989-09-29 22:47:07
157593,11101000,1989-09-29 22:47:07
157594,11101000,1989-09-29 22:47:08
157595,11101000,1989-09-29 22:47:09
157596,11101000,1989-09-29 22:47:09
157597,1000111,1989-09-29 22:47:09
157598,1000111,1989-09-29 22:47:10
157599,11101000,1989-09-29 22:47:10
157600,1000111,1989-09-29 22:47:11
157601,1000111,1989-09-29 22:47:11
157602,11101000,1989-09-29 22:47:13
157603,1000111,1989-09-29 22:47:14
157604,1000111,1989-09-29 22:47:16
157605,11101000,1989-09-29 22:47:17
157606,11101000,1989-09-29 22:47:18
157607,11101000,1989-09-29 22:47:19
157608,11101000,1989-09-29 22:47:20
157609,11101000,1989-09-29 22:47:21
157610,1000111,1989-09-29 22:47:21
157611,11101000,1989-09-29 22:47:21
157612,11101000,1989-09-29 22:47:21
157613,11101000,1989-09-29 22:47:23
157614,11101000,1989-09-29 22:47:24
157615,1000111,1989-09-29 22:47:25
157616,1000111,1989-09-29 22:47:25
157617,1000111,1989-09-29 22:47:25
157618,1000111,1989-09-29 22:47:25
157619,1000111,1989-09-29 22:47:27
157620,1000111,1989-09-29 22:47:28
157621,1000111,1989-09-29 22:47:28
157622,1000111,1989-09-29 22:47:28
157623,11101000,1989-09-29 22:47:29
157624,1000111,1989-09-29 22:47:29
157625,11101000,1989-09-29 22:47:29
157626,1000111,1989-09-29 22:47:30
157627,1000111,1989-09-29 22:47:31
157628,1000111,1989-09-29 22:47:32
157629,1000111,1989-09-29 22:47:32
157630,11101000,1989-09-29 22:47:33
157631,11101000,1989-09-29 22:47:34
157632,1000111,1989-09-29 22:47:34
157633,11101000,1989-09-29 22:47:35
157634,1000111,1989-09-29 22:47:35
157635,11101000,1989-09-29 22:47:36
157636,1000111,1989-09-29 22:47:37
157637,1000111,1989-09-29 22:47:37
157638,1000111,1989-09-29 22:47:39
157639,1000111,1989-09-29 22:47:40
157640,1000111,1989-09-29 22:47:40
157641,11101000,1989-09-29 22:47:41
157642,1000111,1989-09-29 22:47:41
157643,11101000,1989-09-29 22:47:42
157644,1000111,1989-09-29 22:47:43
157645,11101000,1989-09-29 22:47:43
157646,11101000,1989-09-29 22:47:43
157647,11101000,1989-09-29 22:47:43
157648,1000111,1989-09-29 22:47:43
157649,11101000,1989-09-29 22:47:43
157650,11101000,1989-09-29 22:47:43
157651,1000111,1989-09-29 22:47:43
157652,11101000,1989-09-29 22:47:44
157653,1000111,1989-09-29 22:47:44
157654,1000111,1989-09-29 22:47:45
157655,1000111,1989-09-29 22:47:46
157656,11101000,1989-09-29 22:47:47
157657,1000111,1989-09-29 22:47:48
157658,1000111,1989-09-29 22:47:49
157659,11101000,1989-09-29 22:47:49
157660,1000111,1989-09-29 22:47:49
157661,11101000,1989-09-29 22:47:50
157662,1000111,1989-09-29 22:47:51
157663,1000111,1989-09-29 22:47:51
157664,11101000,1989-09-29 22:47:53
157665,1000111,1989-09-29 22:47:53
157666,11101000,1989-09-29 22:47:53
157667,11101000,1989-09-29 22:47:54
157668,1000111,1989-09-29 22:47:55
157669,1000111,1989-09-29 22:47:55
157670,11101000,1989-09-29 22:47:56
157671,1000111,1989-09-29 22:47:56
157672,1000111,1989-09-29 22:47:56
157673,1000111,1989-09-29 22:47:57
157674,11101000,1989-09-29 22:47:57
157675,1000111,1989-09-29 22:47:59
157676,1000111,1989-09-29 22:47:59
157677,1000111,1989-09-29 22:47:59
157678,11101000,1989-09-29 22:47:59
157679,1000111,1989-09-29 22:48:01
157680,11101000,1989-09-29 22:48:01
157681,11101000,1989-09-29 22:48:02
157682,1000111,1989-09-29 22:48:02
157683,1000111,1989-09-29 22:48:02
157684,11101000,1989-09-29 22:48:02
157685,1000111,1989-09-29 22:48:03
157686,11101000,1989-09-29 22:48:04
157687,11101000,1989-09-29 22:48:06
157688,1000111,1989-09-29 22:48:06
157689,11101000,1989-09-29 22:48:07
157690,11101000,1989-09-29 22:48:07
157691,11101000,1989-09-29 22:48:08
157692,1000111,1989-09-29 22:48:08
157693,1000111,1989-09-29 22:48:08
157694,1000111,1989-09-29 22:48:09
157695,11101000,1989-09-29 22:48:09
157696,11101000,1989-09-29 22:48:09
157697,11101000,1989-09-29 22:48:09
157698,1000111,1989-09-29 22:48:10
157699,11101000,1989-09-29 22:48:11
157700,1000111,1989-09-29 22:48:12
157701,11101000,1989-09-29 22:48:14
157702,1000111,1989-09-29 22:48:14
157703,11101000,1989-09-29 22:48:14
157704,1000111,1989-09-29 22:48:15
157705,11101000,1989-09-29 22:48:15
157706,1000111,1989-09-29 22:48:15
157707,1000111,1989-09-29 22:48:17
157708,11101000,1989-09-29 22:48:17
157709,11101000,1989-09-29 22:48:17
157710,11101000,1989-09-29 22:48:17
157711,11101000,1989-09-29 22:48:17
157712,1000111,1989-09-29 22:48:19
157713,11101000,1989-09-29 22:48:20
157714,11101000,1989-09-29 22:48:23
157715,1000111,1989-09-29 22:48:23
157716,11101000,1989-09-29 22:48:24
157717,1000111,1989-09-29 22:48:25
157718,1000111,1989-09-29 22:48:25
157719,11101000,1989-09-29 22:48:25
157720,1000111,1989-09-29 22:48:25
157721,11101000,1989-09-29 22:48:26
157722,11101000,1989-09-29 22:48:27
157723,11101000,1989-09-29 22:48:29
157724,1000111,1989-09-29 22:48:29
157725,11101000,1989-09-29 22:48:30
157726,1000111,1989-09-29 22:48:31
157727,11101000,1989-09-29 22:48:31
157728,1000111,1989-09-29 22:48:31
157729,11101000,1989-09-29 22:48:32
157730,11101000,1989-09-29 22:48:33
157731,1000111,1989-09-29 22:48:34
157732,1000111,1989-09-29 22:48:35
157733,11101000,1989-09-29 22:48:35
157734,11101000,1989-09-29 22:48:38
157735,11101000,1989-09-29 22:48:38
157736,11101000,1989-09-29 22:48:39
157737,1000111,1989-09-29 22:48:40
157738,1000111,1989-09-29 22:48:42
157739,11101000,1989-09-29 22:48:42
157740,11101000,1989-09-29 22:48:43
157741,1000111,1989-09-29 22:48:45
157742,1000111,1989-09-29 22:48:45
157743,11101000,1989-09-29 22:48:47
157744,11101000,1989-09-29 22:48:47
157745,1000111,1989-09-29 22:48:48
157746,1000111,1989-09-29 22:48:48
157747,1000111,1989-09-29 22:48:48
157748,11101000,1989-09-29 22:48:48
157749,11101000,1989-09-29 22:48:49
157750,11101000,1989-09-29 22:48:49
157751,1000111,1989-09-29 22:48:49
157752,11101000,1989-09-29 22:48:49
157753,11101000,1989-09-29 22:48:50
157754,11101000,1989-09-29 22:48:50
157755,11101000,1989-09-29 22:48:50
157756,11101000,1989-09-29 22:48:51
157757,1000111,1989-09-29 22:48:52
157758,1000111,1989-09-29 22:48:52
157759,11101000,1989-09-29 22:48:53
157760,11101000,1989-09-29 22:48:54
157761,1000111,1989-09-29 22:48:54
157762,11101000,1989-09-29 22:48:57
157763,1000111,1989-09-29 22:48:59
157764,1000111,1989-09-29 22:48:59
157765,1000111,1989-09-29 22:49:00
157766,1000111,1989-09-29 22:49:01
157767,1000111,1989-09-29 22:49:02
157768,11101000,1989-09-29 22:49:02
157769,11101000,1989-09-29 22:49:04
157770,1000111,1989-09-29 22:49:05
157771,11101000,1989-09-29 22:49:05
157772,1000111,1989-09-29 22:49:05
157773,11101000,1989-09-29 22:49:07
157774,11101000,1989-09-29 22:49:07
157775,11101000,1989-09-29 22:49:07
157776,11101000,1989-09-29 22:49:07
157777,1000111,1989-09-29 22:49:07
157778,11101000,1989-09-29 22:49:08
157779,1000111,1989-09-29 22:49:09
157780,1000111,1989-09-29 22:49:10
157781,1000111,1989-09-29 22:49:10
157782,1000111,1989-09-29 22:49:11
157783,1000111,1989-09-29 22:49:11
157784,1000111,1989-09-29 22:49:13
157785,11101000,1989-09-29 22:49:14
157786,1000111,1989-09-29 22:49:14
157787,11101000,1989-09-29 22:49:15
157788,1000111,1989-09-29 22:49:16
157789,1000111,1989-09-29 22:49:16
157790,11101000,1989-09-29 22:49:16
157791,11101000,1989-09-29 22:49:16
157792,1000111,1989-09-29 22:49:18
157793,11101000,1989-09-29 22:49:18
157794,1000111,1989-09-29 22:49:18
157795,1000111,1989-09-29 22:49:21
157796,11101000,1989-09-29 22:49:21
157797,1000111,1989-09-29 22:49:21
157798,11101000,1989-09-29 22:49:22
157799,1000111,1989-09-29 22:49:23
157800,11101000,1989-09-29 22:49:25
157801,11101000,1989-09-29 22:49:26
157802,11101000,1989-09-29 22:49:27
157803,11101000,1989-09-29 22:49:30
157804,1000111,1989-09-29 22:49:30
157805,1000111,1989-09-29 22:49:32
157806,1000111,1989-09-29 22:49:32
157807,1000111,1989-09-29 22:49:33
157808,11101000,1989-09-29 22:49:34
157809,11101000,1989-09-29 22:49:34
157810,1000111,1989-09-29 22:49:36
157811,11101000,1989-09-29 22:49:38
157812,11101000,1989-09-29 22:49:38
157813,1000111,1989-09-29 22:49:38
157814,1000111,1989-09-29 22:49:39
157815,11101000,1989-09-29 22:49:39
157816,1000111,1989-09-29 22:49:41
157817,1000111,1989-09-29 22:49:42
157818,1000111,1989-09-29 22:49:42
157819,11101000,1989-09-29 22:49:42
157820,1000111,1989-09-29 22:49:42
157821,1000111,1989-09-29 22:49:42
157822,1000111,1989-09-29 22:49:42
157823,1000111,1989-09-29 22:49:44
157824,11101000,1989-09-29 22:49:44
157825,11101000,1989-09-29 22:49:45
157826,1000111,1989-09-29 22:49:45
157827,11101000,1989-09-29 22:49:45
157828,1100111,1989-09-29 22:49:46
157829,1000111,1989-09-29 22:49:46
157830,11101000,1989-09-29 22:49:46
157831,1000111,1989-09-29 22:49:46
157832,11101000,1989-09-29 22:49:47
157833,1000111,1989-09-29 22:49:48
157834,1000111,1989-09-29 22:49:48
157835,11101000,1989-09-29 22:49:48
157836,11101000,1989-09-29 22:49:48
157837,11101000,1989-09-29 22:49:49
157838,1000111,1989-09-29 22:49:49
157839,1000111,1989-09-29 22:49:51
157840,11101000,1989-09-29 22:49:51
157841,1000111,1989-09-29 22:49:51
157842,11101000,1989-09-29 22:49:52
157843,1000111,1989-09-29 22:49:52
157844,1000111,1989-09-29 22:49:53
157845,11101000,1989-09-29 22:49:53
157846,11101000,1989-09-29 22:49:54
157847,11101000,1989-09-29 22:49:54
157848,11101000,1989-09-29 22:49:56
157849,1000111,1989-09-29 22:49:56
157850,1000111,1989-09-29 22:49:57
157851,1000111,1989-09-29 22:49:57
157852,1000111,1989-09-29 22:49:58
157853,1000111,1989-09-29 22:49:58
157854,1000111,1989-09-29 22:49:59
157855,1000111,1989-09-29 22:49:59
157856,1000111,1989-09-29 22:50:00
157857,11101000,1989-09-29 22:50:00
157858,1000111,1989-09-29 22:50:01
157859,1000111,1989-09-29 22:50:01
157860,1000111,1989-09-29 22:50:01
157861,1000111,1989-09-29 22:50:02
157862,1000111,1989-09-29 22:50:03
157863,1000111,1989-09-29 22:50:04
157864,1000111,1989-09-29 22:50:07
157865,11101000,1989-09-29 22:50:07
157866,1000111,1989-09-29 22:50:08
157867,11101000,1989-09-29 22:50:09
157868,1000111,1989-09-29 22:50:09
157869,1000111,1989-09-29 22:50:09
157870,11101000,1989-09-29 22:50:10
157871,11101000,1989-09-29 22:50:11
157872,11101000,1989-09-29 22:50:11
157873,11101000,1989-09-29 22:50:11
157874,11101000,1989-09-29 22:50:12
157875,1000111,1989-09-29 22:50:12
157876,11101000,1989-09-29 22:50:14
157877,1000111,1989-09-29 22:50:15
157878,11101000,1989-09-29 22:50:15
157879,11101000,1989-09-29 22:50:17
157880,11101000,1989-09-29 22:50:18
157881,1000111,1989-09-29 22:50:19
157882,11101000,1989-09-29 22:50:19
157883,11101000,1989-09-29 22:50:20
157884,11101000,1989-09-29 22:50:22
157885,11101000,1989-09-29 22:50:23
157886,1000111,1989-09-29 22:50:23
157887,1000111,1989-09-29 22:50:23
157888,11101000,1989-09-29 22:50:23
157889,1000111,1989-09-29 22:50:23
157890,1000111,1989-09-29 22:50:24
157891,11101000,1989-09-29 22:50:26
157892,1000111,1989-09-29 22:50:28
157893,1000111,1989-09-29 22:50:28
157894,1000111,1989-09-29 22:50:28
157895,11101000,1989-09-29 22:50:46
157896,1000111,1989-09-29 22:50:46
157897,1000111,1989-09-29 22:50:46
157898,1000111,1989-09-29 22:50:46
157899,1000111,1989-09-29 22:50:47
157900,1000111,1989-09-29 22:50:47
157901,11101000,1989-09-29 22:50:48
157902,11101000,1989-09-29 22:50:48
157903,1000111,1989-09-29 22:50:50
157904,1000111,1989-09-29 22:50:50
157905,11101000,1989-09-29 22:50:51
157906,11101000,1989-09-29 22:50:53
157907,11101000,1989-09-29 22:50:53
157908,1000111,1989-09-29 22:50:54
157909,11101000,1989-09-29 22:50:54
157910,11101000,1989-09-29 22:50:54
157911,11101000,1989-09-29 22:50:55
157912,1000111,1989-09-29 22:50:56
157913,1000111,1989-09-29 22:50:57
157914,1000111,1989-09-29 22:50:58
157915,11101000,1989-09-29 22:50:58
157916,1000111,1989-09-29 22:50:58
157917,11101000,1989-09-29 22:51:00
157918,11101000,1989-09-29 22:51:00
157919,11101000,1989-09-29 22:51:01
157920,11101000,1989-09-29 22:51:03
157921,1000111,1989-09-29 22:51:03
157922,11101000,1989-09-29 22:51:03
157923,11101000,1989-09-29 22:51:05
157924,1000111,1989-09-29 22:51:06
157925,11101000,1989-09-29 22:51:08
157926,1000111,1989-09-29 22:51:08
157927,1000111,1989-09-29 22:51:09
157928,11101000,1989-09-29 22:51:09
157929,1000111,1989-09-29 22:51:11
157930,1000111,1989-09-29 22:51:12
157931,11101000,1989-09-29 22:51:13
157932,1000111,1989-09-29 22:51:13
157933,11101000,1989-09-29 22:51:13
157934,1000111,1989-09-29 22:51:13
157935,11101000,1989-09-29 22:51:13
157936,1000111,1989-09-29 22:51:14
157937,1000111,1989-09-29 22:51:15
157938,1000111,1989-09-29 22:51:15
157939,1000111,1989-09-29 22:51:15
157940,11101000,1989-09-29 22:51:15
157941,1000111,1989-09-29 22:51:15
157942,11101000,1989-09-29 22:51:16
157943,1000111,1989-09-29 22:51:17
157944,11101000,1989-09-29 22:51:17
157945,1000111,1989-09-29 22:51:19
157946,1000111,1989-09-29 22:51:19
157947,11101000,1989-09-29 22:51:19
157948,1000111,1989-09-29 22:51:19
157949,11101000,1989-09-29 22:51:19
157950,11101000,1989-09-29 22:51:20
157951,11101000,1989-09-29 22:51:21
157952,11101000,1989-09-29 22:51:22
157953,11101000,1989-09-29 22:51:22
157954,11101000,1989-09-29 22:51:22
157955,11101000,1989-09-29 22:51:22
157956,1000111,1989-09-29 22:51:24
157957,11101000,1989-09-29 22:51:24
157958,1000111,1989-09-29 22:51:24
157959,1000111,1989-09-29 22:51:24
157960,11101000,1989-09-29 22:51:25
157961,1000111,1989-09-29 22:51:25
157962,11101000,1989-09-29 22:51:25
157963,11101000,1989-09-29 22:51:25
157964,11101000,1989-09-29 22:51:26
157965,1000111,1989-09-29 22:51:27
157966,1000111,1989-09-29 22:51:28
157967,11101000,1989-09-29 22:51:29
157968,11101000,1989-09-29 22:51:32
157969,11101000,1989-09-29 22:51:32
157970,1000111,1989-09-29 22:51:32
